genome_name	taxonomy
GCA_001697945.1	Neisseria meningitidis 
GCA_001697965.1	Neisseria meningitidis 
GCA_001697985.1	Neisseria meningitidis 
GCA_001698005.1	Neisseria meningitidis 
GCA_001698025.1	Neisseria meningitidis 
GCA_001698045.1	Neisseria meningitidis 
GCA_001698065.1	Neisseria meningitidis 
GCA_001698085.1	Neisseria meningitidis 
GCA_001698105.1	Neisseria meningitidis 
GCA_001698125.1	Pseudonocardia sp. HH130630-07 
GCA_001698145.1	Leuconostoc lactis 
GCA_001698165.1	Lactobacillus curvatus 
GCA_001698185.1	Bordetella pseudohinzii 
GCA_001698205.1	Altererythrobacter dongtanensis 
GCA_001698225.1	Gordonia terrae 
GCA_001700735.1	Bacillus cellulasensis 
GCA_001700835.1	Vibrio parahaemolyticus 
GCA_001700855.1	Raoultella ornithinolytica 
GCA_001700895.1	Buchnera aphidicola  
GCA_001700945.1	Rhodococcus sp. WB1 
GCA_001700965.1	Stenotrophomonas nitritireducens 
GCA_001700985.1	Parageobacillus thermoglucosidasius 
GCA_001701005.1	Staphylococcus carnosus 
GCA_001701025.1	Lentzea guizhouensis 
GCA_001701045.1	Cloacibacillus porcorum 
GCA_001702095.1	Lactobacillus helveticus 
GCA_001702115.1	Lactobacillus lindneri 
GCA_001702135.1	Lactobacillus lindneri 
GCA_001702155.1	Lactobacillus paracollinoides 
GCA_001702175.1	Lactobacillus paracollinoides 
GCA_001702195.1	Lactobacillus paracollinoides 
GCA_001702215.1	Pediococcus claussenii 
GCA_001702235.1	Pediococcus claussenii 
GCA_001702435.1	Mycobacterium tuberculosis 
GCA_001702455.1	Citrobacter freundii 
GCA_001703495.1	Bacillus subtilis subsp. subtilis 
GCA_001703515.1	Brochothrix thermosphacta 
GCA_001703535.1	Brochothrix thermosphacta 
GCA_001703555.1	Carnobacterium divergens 
GCA_001703575.1	Carnobacterium maltaromaticum 
GCA_001703595.1	Pseudomonas sp. TMW 2.1634 
GCA_001704095.1	Bacillus subtilis 
GCA_001704115.1	Acinetobacter larvae 
GCA_001704155.1	Stenotrophomonas rhizophila 
GCA_001704195.1	Streptomyces sampsonii 
GCA_001704215.1	Bordetella holmesii 
GCA_001704235.1	Klebsiella pneumoniae 
GCA_001704255.1	Bordetella parapertussis 
GCA_001704275.1	Streptomyces noursei ATCC 11455 
GCA_001704295.1	Bordetella sp. H567 
GCA_001704315.1	Lactobacillus plantarum 
GCA_001704335.1	Lactobacillus plantarum 
GCA_001704355.1	Bordetella bronchiseptica 
GCA_001704615.2	Acinetobacter defluvii 
GCA_001704955.2	Microcystis aeruginosa NIES-2481 
GCA_001704975.1	Bacillus pumilus 
GCA_001705055.1	Salmonella enterica 
GCA_001705175.1	Flavobacterium johnsoniae 
GCA_001705195.1	Bacillus amyloliquefaciens 
GCA_001705365.1	Salmonella enterica subsp. enterica serovar Typhimurium 
GCA_001705385.1	Klebsiella pneumoniae 
GCA_001705545.1	Xanthomonas fragariae 
GCA_001705565.1	Xanthomonas fragariae 
GCA_001705585.1	Streptococcus thermophilus 
GCA_001705605.1	Mycoplasma hyorhinis 
GCA_001708225.1	Klebsiella pneumoniae 
GCA_001708245.1	Klebsiella pneumoniae 
GCA_001708265.1	Mycobacterium tuberculosis 
GCA_001708305.1	Streptococcus himalayensis 
GCA_001708385.1	Flavobacterium psychrophilum 
GCA_001708405.1	Kangiella sediminilitoris 
GCA_001708425.1	Pseudomonas corrugata 
GCA_001708445.1	Pseudomonas fluorescens 
GCA_001708465.1	Pseudomonas fluorescens 
GCA_001708485.1	Pseudomonas fluorescens 
GCA_001708505.1	Pseudomonas sp. TCU-HL1 
GCA_001708555.1	Yersinia enterocolitica 
GCA_001708575.1	Yersinia enterocolitica 
GCA_001708595.1	Yersinia enterocolitica 
GCA_001708615.1	Yersinia enterocolitica 
GCA_001708635.1	Yersinia enterocolitica 
GCA_001708655.1	Yersinia enterocolitica 
GCA_001709275.1	Klebsiella pneumoniae 
GCA_001709295.1	Klebsiella pneumoniae 
GCA_001709315.1	Pantoea agglomerans 
GCA_001712815.1	Tetragenococcus halophilus 
GCA_001712835.1	Streptococcus agalactiae 
GCA_001712875.1	Maize bushy stunt phytoplasma 
GCA_001713355.1	Methyloversatilis sp. RAC08 
GCA_001713375.1	Hydrogenophaga sp. RAC07 
GCA_001713395.1	Sinorhizobium sp. RAC02 
GCA_001713415.1	Sphingobium sp. RAC03 
GCA_001713435.1	Blastomonas sp. RAC04 
GCA_001713455.1	Bosea sp. RAC05 
GCA_001713475.1	Agrobacterium sp. RAC06 
GCA_001714705.1	Cutibacterium avidum 
GCA_001714725.1	Acidovorax sp. RAC01 
GCA_001714745.1	Lactobacillus johnsonii 
GCA_001715365.1	Brucella canis 
GCA_001715385.1	Brucella sp. 2002734562 
GCA_001715405.1	Brucella canis 
GCA_001715425.1	Brucella suis 
GCA_001715485.1	Brucella melitensis 
GCA_001715535.1	Spiroplasma helicoides 
GCA_001715615.1	Lactobacillus plantarum 
GCA_001717505.1	Dialister pneumosintes 
GCA_001717525.2	Tannerella sp. oral taxon HOT-286 
GCA_001717545.1	Anaerolineaceae bacterium oral taxon 439 
GCA_001717565.1	Propionibacterium sp. oral taxon 193 
GCA_001717585.1	Selenomonas sp. oral taxon 920 
GCA_001717605.1	Campylobacter coli 
GCA_001717625.1	Campylobacter jejuni subsp. jejuni 
GCA_001717645.3	Staphylococcus aureus subsp. aureus 
GCA_001717665.2	Staphylococcus aureus subsp. aureus 
GCA_001717685.3	Staphylococcus aureus subsp. aureus 
GCA_001717705.2	Staphylococcus aureus subsp. aureus 
GCA_001717725.2	Staphylococcus aureus subsp. aureus 
GCA_001717955.1	Sphingomonas panacis 
GCA_001717975.3	Staphylococcus aureus subsp. aureus 
GCA_001718055.1	Citrobacter freundii 
GCA_001718295.1	Burkholderia thailandensis 
GCA_001718315.1	Burkholderia diffusa 
GCA_001718335.1	Burkholderia territorii 
GCA_001718355.1	Burkholderia ubonensis 
GCA_001718395.1	Burkholderia cepacia 
GCA_001718415.1	Burkholderia pseudomultivorans 
GCA_001718495.1	Burkholderia vietnamiensis 
GCA_001718515.1	Burkholderia cenocepacia 
GCA_001718535.1	Burkholderia seminalis 
GCA_001718555.1	Burkholderia metallica 
GCA_001718575.1	Burkholderia lata 
GCA_001718595.1	Burkholderia thailandensis 
GCA_001718615.1	Burkholderia thailandensis 
GCA_001718635.1	Burkholderia thailandensis 
GCA_001718655.1	Burkholderia ubonensis 
GCA_001718695.1	Burkholderia ubonensis 
GCA_001718755.1	Burkholderia multivorans 
GCA_001718775.1	Burkholderia vietnamiensis 
GCA_001718795.1	Burkholderia latens 
GCA_001718815.1	Burkholderia vietnamiensis 
GCA_001718835.1	Burkholderia cepacia 
GCA_001718855.1	Burkholderia ubonensis 
GCA_001718875.1	Burkholderia sp. Bp7605 
GCA_001718895.1	Burkholderia cenocepacia 
GCA_001718915.1	Burkholderia vietnamiensis 
GCA_001718955.1	Burkholderia stagnalis 
GCA_001718975.1	Burkholderia ubonensis 
GCA_001718995.1	Burkholderia multivorans 
GCA_001719045.1	Paenibacillus polymyxa 
GCA_001719085.1	Bifidobacterium longum 
GCA_001719105.1	Enterobacter sp. HK169 
GCA_001719125.1	Sulfolobus sp. A20 
GCA_001719145.1	Xanthomonas citri subsp. malvacearum 
GCA_001719165.1	Erythrobacter litoralis 
GCA_001719185.1	Bacillus gibsonii 
GCA_001719205.1	Geobacillus thermoleovorans 
GCA_001719225.1	Bacillus sp. FJAT-14266 
GCA_001720465.1	Porphyrobacter sp. LM 6 
GCA_001720485.1	Cobetia marina 
GCA_001720505.1	Bacillus subtilis 
GCA_001720945.1	Enterococcus faecium 
GCA_001721065.1	Enterococcus faecium 
GCA_001721125.1	Escherichia coli 
GCA_001721145.1	Bacillus cereus 
GCA_001721165.1	Bacillus thuringiensis Bt18247 
GCA_001721185.1	Xenorhabdus hominickii 
GCA_001721205.1	Escherichia coli 
GCA_001721225.1	Escherichia coli 
GCA_001721525.1	Escherichia coli 
GCA_001721625.1	Streptococcus suis 
GCA_001721645.1	Pedobacter steynii 
GCA_001721685.1	Bacillus beveridgei 
GCA_001721705.1	Acinetobacter baumannii 
GCA_001721725.1	Klebsiella pneumoniae 
GCA_001721745.1	Pseudomonas aeruginosa 
GCA_001721765.1	Pseudomonas aeruginosa 
GCA_001721785.1	Pseudomonas aeruginosa 
GCA_001721805.1	Pseudomonas aeruginosa 
GCA_001721825.1	Pseudomonas aeruginosa 
GCA_001721845.1	Pseudomonas aeruginosa 
GCA_001721865.1	Herbaspirillum seropedicae 
GCA_001721885.1	Pasteurella multocida 
GCA_001721905.1	Enterococcus faecium 
GCA_001721925.1	Lactobacillus rhamnosus 
GCA_001721945.1	Campylobacter jejuni subsp. jejuni 
GCA_001721965.1	Campylobacter jejuni subsp. jejuni 
GCA_001721985.1	Campylobacter jejuni subsp. jejuni 
GCA_001722005.2	Pseudomonas aeruginosa 
GCA_001722025.1	Pseudomonas aeruginosa 
GCA_001722045.1	Pseudomonas aeruginosa 
GCA_001723505.1	Escherichia coli 
GCA_001723525.1	Lactobacillus salivarius 
GCA_001723545.1	Lactobacillus curvatus 
GCA_001723585.1	Bacillus velezensis 
GCA_001723605.1	Sulfurospirillum halorespirans DSM 13726 
GCA_001723625.1	Erysipelothrix rhusiopathiae 
GCA_001725965.1	Staphylococcus aureus 
GCA_001725985.1	Bifidobacterium longum subsp. longum 
GCA_001726125.1	Bacillus licheniformis 
GCA_001729225.1	Salmonella enterica subsp. enterica serovar Typhimurium 
GCA_001729245.1	Leptospira alstonii 
GCA_001729265.1	Edwardsiella piscicida 
GCA_001729485.1	Streptomyces lydicus 
GCA_001729505.1	Pseudomonas aeruginosa 
GCA_001729525.1	Brevibacterium aurantiacum 
GCA_001729545.1	Burkholderia mallei 
GCA_001729625.1	bacterium AB1 
GCA_001729705.1	Enterobacter hormaechei subsp. oharae 
GCA_001729725.1	Enterobacter hormaechei subsp. steigerwaltii 
GCA_001729745.1	Enterobacter cloacae complex 'Hoffmann cluster III' 
GCA_001729765.1	Enterobacter kobei 
GCA_001729785.1	Enterobacter xiangfangensis 
GCA_001729805.1	Enterobacter cloacae complex 'Hoffmann cluster IV' 
GCA_001729925.1	Streptococcus agalactiae 
GCA_001729945.1	Moorella thermoacetica 
GCA_001735655.2	Staphylococcus aureus subsp. aureus 
GCA_001735705.1	Escherichia coli 
GCA_001735715.1	Formosa sp. Hel3 A1 48 
GCA_001735745.1	Formosa sp. Hel1 33 131 
GCA_001735765.2	Clostridium taeniosporum 
GCA_001735805.1	Streptomyces puniciscabiei 
GCA_001741545.1	Klebsiella pneumoniae 
GCA_001741665.1	Klebsiella pneumoniae 
GCA_001741865.1	Bosea vaviloviae 
GCA_001742145.1	Pectobacterium parmentieri 
GCA_001742165.1	Burkholderia stabilis 
GCA_001742185.1	Pectobacterium wasabiae CFBP 3304 
GCA_001742205.1	Lactobacillus fermentum 
GCA_001742225.1	Novosphingobium resinovorum 
GCA_001746265.2	Lactobacillus helveticus 
GCA_001746535.1	Klebsiella pneumoniae subsp. pneumoniae 
GCA_001746555.1	Clostridium butyricum 
GCA_001746575.1	Bacillus subtilis 
GCA_001746595.1	Xanthomonas oryzae pv. oryzae 
GCA_001746615.1	Xanthomonas oryzae pv. oryzae 
GCA_001746635.1	Xanthomonas oryzae pv. oryzae 
GCA_001746655.1	Xanthomonas oryzae pv. oryzae 
GCA_001746675.1	Xanthomonas oryzae pv. oryzae 
GCA_001746695.1	Xanthomonas oryzae pv. oryzae 
GCA_001746715.1	Xanthomonas oryzae pv. oryzae 
GCA_001746735.1	Xanthomonas oryzae pv. oryzae 
GCA_001746795.1	Piscirickettsia salmonis 
GCA_001746815.1	Pseudomonas brassicacearum 
GCA_001746835.1	Lacunisphaera limnophila 
GCA_001747405.1	Chlorobaculum limnaeum 
GCA_001747425.1	Actinoalloteichus hymeniacidonis 
GCA_001747445.1	Bacillus subtilis 
GCA_001750065.2	Mycobacterium chimaera 
GCA_001750105.1	Microbulbifer aggregans 
GCA_001750115.1	Exiguobacterium sp. U13-1 
GCA_001750145.1	Arthrobacter sp. U41 
GCA_001750165.1	Pseudoalteromonas luteoviolacea 
GCA_001750185.1	Pseudoalteromonas luteoviolacea 
GCA_001750405.1	Pseudoalteromonas luteoviolacea 
GCA_001750685.1	Geosporobacter ferrireducens 
GCA_001750705.1	Pseudomonas aeruginosa 
GCA_001750725.1	Enterobacter ludwigii 
GCA_001750785.1	Streptomyces rubrolavendulae 
GCA_001750805.1	Klebsiella pneumoniae 
GCA_001750825.1	Neisseria meningitidis 
GCA_001750845.1	Escherichia coli 
GCA_001750865.1	Mycobacterium tuberculosis 
GCA_001750885.1	Enterococcus faecium 
GCA_001752685.2	Bacillus velezensis 
GCA_001752705.1	Legionella pneumophila 
GCA_001752725.1	Legionella pneumophila 
GCA_001752745.1	Legionella pneumophila 
GCA_001752765.1	Legionella pneumophila 
GCA_001752785.1	Legionella pneumophila 
GCA_001752805.1	Legionella pneumophila 
GCA_001752825.1	Legionella pneumophila 
GCA_001752845.1	Legionella pneumophila 
GCA_001752865.1	Legionella pneumophila 
GCA_001752885.1	Legionella pneumophila 
GCA_001752905.1	Legionella pneumophila 
GCA_001752925.1	Legionella pneumophila 
GCA_001752945.1	Legionella pneumophila 
GCA_001752965.1	Legionella pneumophila 
GCA_001753065.1	Legionella pneumophila 
GCA_001753085.1	Legionella pneumophila 
GCA_001753105.1	Legionella pneumophila 
GCA_001753125.1	Legionella pneumophila 
GCA_001753145.1	Legionella pneumophila 
GCA_001753185.1	Klebsiella sp. LTGPAF-6F 
GCA_001753205.1	Lysinibacillus sphaericus 
GCA_001753225.1	Delftia tsuruhatensis 
GCA_001753245.1	Acidihalobacter prosperus 
GCA_001753265.1	Legionella pneumophila 
GCA_001753285.1	Legionella pneumophila 
GCA_001753305.1	Legionella pneumophila 
GCA_001753325.1	Legionella pneumophila 
GCA_001753345.1	Legionella pneumophila 
GCA_001753365.1	Legionella pneumophila 
GCA_001753385.1	Legionella pneumophila 
GCA_001753405.1	Legionella pneumophila 
GCA_001753425.1	Streptomyces albus 
GCA_001753445.1	
GCA_001753465.1	
GCA_001753485.1	
GCA_001753505.1	
GCA_001753525.1	
GCA_001753545.1	
GCA_001753565.1	
GCA_001758605.1	Vibrio parahaemolyticus 
GCA_001761325.1	Lutibacter sp. LPB0138 
GCA_001761345.1	Sphingomonas melonis TY 
GCA_001761365.1	Polaribacter vadi 
GCA_001761385.1	Hydrogenophaga crassostreae 
GCA_001761405.1	Edwardsiella hoshinae 
GCA_001761425.1	Nanohaloarchaea archaeon SG9 
GCA_001761445.1	Dehalococcoides mccartyi 
GCA_001761465.1	Flavobacterium gilvum 
GCA_001761545.1	Weissella soli 
GCA_001765415.1	Candidatus Melainabacteria bacterium MEL.A1 
GCA_001766235.1	Acetobacter pasteurianus subsp. ascendens 
GCA_001766255.1	Acetobacter pasteurianus subsp. paradoxus 
GCA_001766275.1	Legionella pneumophila subsp. pneumophila 
GCA_001766295.1	Legionella pneumophila subsp. pneumophila 
GCA_001766315.1	Legionella pneumophila subsp. pneumophila 
GCA_001766335.1	Legionella pneumophila subsp. pneumophila 
GCA_001766355.1	Legionella pneumophila subsp. pneumophila 
GCA_001766375.1	Legionella pneumophila subsp. pneumophila 
GCA_001767215.1	Campylobacter jejuni subsp. jejuni str. RM3420 
GCA_001767235.1	Moorea producens PAL-8-15-08-1 
GCA_001767255.1	Corynebacterium sp. NML98-0116 
GCA_001767275.1	Pediococcus acidilactici 
GCA_001767295.1	Colwellia sp. PAMC 20917 
GCA_001767315.1	Halodesulfurarchaeum formicicum 
GCA_001767355.1	Vibrio mimicus 
GCA_001767375.1	Streptomyces olivaceus 
GCA_001767395.1	Rhodococcus sp. WMMA185 
GCA_001787335.1	Kozakia baliensis 
GCA_001787355.1	Kozakia baliensis 
GCA_001792795.1	Spiroplasma sp. TU-14 
GCA_001792815.1	Microbacterium sp. BH-3-3-3 
GCA_001792835.1	Pseudomonas aeruginosa 
GCA_001792855.1	Pseudomonas aeruginosa 
GCA_001792875.1	Pseudomonas aeruginosa 
GCA_001806265.1	Escherichia coli 
GCA_001806285.1	Escherichia coli 
GCA_001806305.1	Stenotrophomonas sp. LM091 
GCA_001806325.1	Curtobacterium sp. BH-2-1-1 
GCA_001806345.1	Acinetobacter baumannii 
GCA_001806365.1	Acinetobacter baumannii 
GCA_001806385.1	Acinetobacter baumannii 
GCA_001806405.1	Acinetobacter baumannii 
GCA_001806425.1	Acinetobacter baumannii 
GCA_001806445.1	Acinetobacter baumannii 
GCA_001806465.1	Acinetobacter baumannii 
GCA_001806485.1	Acinetobacter baumannii 
GCA_001808165.1	Campylobacter jejuni 
GCA_001808185.1	Jeongeupia sp. USM3 
GCA_001808235.1	Bacillus subtilis 
GCA_001831375.1	Bacillus sp. ABP14 
GCA_001831395.1	Bordetella pertussis 
GCA_001831415.1	Bordetella pertussis 
GCA_001831435.1	Bordetella pertussis 
GCA_001831455.1	Bordetella pertussis 
GCA_001831475.1	Flavobacterium crassostreae 
GCA_001831495.1	Thalassotalea crassostreae 
GCA_001854065.1	Psychrobacter sp. AntiMn-1 
GCA_001854085.1	Clostridium perfringens 
GCA_001854125.1	Marinobacter salinus 
GCA_001854145.1	Xanthomonas citri pv. glycines str. 8ra 
GCA_001854165.1	Xanthomonas campestris pv. vesicatoria str. 85-10 
GCA_001854185.1	Clostridium formicaceticum 
GCA_001854225.1	Candidatus Rhodoluna planktonica 
GCA_001854245.1	Desulfococcus multivorans 
GCA_001854285.1	Cupriavidus sp. USMAHM13 
GCA_001854305.1	Cupriavidus sp. USMAA2-4 
GCA_001854325.1	Cupriavidus sp. USMAA1020 
GCA_001854345.1	Bacillus velezensis 
GCA_001854365.1	Arthrobacter sp. ZXY-2 
GCA_001854385.1	Methylobacterium sp. C1 
GCA_001854405.1	Hyphomonas sp. Mor2 
GCA_001854425.1	Vibrio cholerae 
GCA_001855255.1	Mycobacterium tuberculosis 
GCA_001855275.1	Chromobacterium vaccinii 
GCA_001855295.1	Ketogulonicigenium vulgare 
GCA_001855315.1	Klebsiella pneumoniae 
GCA_001855335.1	Acidipropionibacterium acidipropionici 
GCA_001855705.1	Streptococcus thermophilus 
GCA_001856645.1	Clostridium pasteurianum DSM 525 = ATCC 6013 
GCA_001856665.1	Rhodobacter sp. LPB0142 
GCA_001856685.1	Actinomyces sp. VUL4 3 
GCA_001856695.1	Clostridium pasteurianum 
GCA_001856725.1	Haemophilus influenzae 
GCA_001857925.1	Bacillus xiamenensis 
GCA_001857945.1	Paenibacillus crassostreae 
GCA_001857965.1	Flavobacterium communis 
GCA_001857985.1	Bacillus velezensis 
GCA_001858005.1	Butyrivibrio hungatei 
GCA_001860505.1	Escherichia coli 
GCA_001865295.1	Escherichia coli 
GCA_001865395.1	Campylobacter jejuni 
GCA_001865415.1	Campylobacter jejuni 
GCA_001865435.1	Campylobacter jejuni 
GCA_001865455.1	Campylobacter coli 
GCA_001865475.1	Campylobacter coli 
GCA_001865495.1	Campylobacter coli 
GCA_001865515.1	Campylobacter coli 
GCA_001865535.1	Campylobacter coli 
GCA_001865555.1	Campylobacter coli 
GCA_001865575.1	Paraburkholderia sprentiae WSM5005 
GCA_001865595.1	Campylobacter jejuni subsp. jejuni M129 
GCA_001865615.1	Campylobacter jejuni subsp. jejuni D42a 
GCA_001865635.2	Mycobacterium avium subsp. hominissuis 
GCA_001865655.1	Maribacter sp. 1 2014MBL MicDiv 
GCA_001865675.1	Janthinobacterium sp. 1 2014MBL MicDiv 
GCA_001865695.1	Francisella tularensis subsp. novicida PA10-7858 
GCA_001865765.1	Corynebacterium pseudotuberculosis 
GCA_001865835.1	Myroides sp. ZB35 
GCA_001865855.1	Nocardia seriolae 
GCA_001866535.1	Raoultella ornithinolytica 
GCA_001866985.1	Corynebacterium pseudotuberculosis 
GCA_001867005.1	Corynebacterium pseudotuberculosis 
GCA_001867025.1	Corynebacterium pseudotuberculosis 
GCA_001867045.1	Corynebacterium pseudotuberculosis 
GCA_001867065.1	Corynebacterium pseudotuberculosis 
GCA_001867085.1	Corynebacterium pseudotuberculosis 
GCA_001867105.1	Corynebacterium pseudotuberculosis 
GCA_001867125.1	Corynebacterium pseudotuberculosis 
GCA_001867145.1	Corynebacterium pseudotuberculosis 
GCA_001867165.1	Corynebacterium pseudotuberculosis 
GCA_001870065.1	Bacillus coagulans 
GCA_001870085.1	Campylobacter jejuni 
GCA_001870105.1	Campylobacter jejuni 
GCA_001870125.1	Candidatus Nitrosocosmicus exaquare 
GCA_001870145.1	Mycobacterium tuberculosis 
GCA_001870165.1	Klebsiella pneumoniae 
GCA_001870185.1	Klebsiella oxytoca 
GCA_001870205.1	Vagococcus teuberi 
GCA_001870265.1	Pseudomonas aeruginosa 
GCA_001870665.2	Rhodobaca barguzinensis 
GCA_001874125.1	Lactobacillus plantarum 
GCA_001874385.1	Bacillus amyloliquefaciens 
GCA_001874405.3	Paenibacillus polymyxa 
GCA_001874425.3	Paenibacillus polymyxa 
GCA_001874445.1	Pasteurella multocida 
GCA_001874465.1	Pseudomonas aeruginosa 
GCA_001874485.1	
GCA_001874505.1	Enterobacter hormaechei 
GCA_001874545.1	Polynucleobacter asymbioticus 
GCA_001874565.1	Polynucleobacter asymbioticus 
GCA_001874585.1	Polynucleobacter asymbioticus 
GCA_001874605.1	Moorella thermoacetica 
GCA_001874625.1	Providencia rettgeri 
GCA_001874645.1	Pseudomonas frederiksbergensis 
GCA_001877035.1	Clostridium estertheticum subsp. estertheticum 
GCA_001877055.1	Nocardiopsis dassonvillei 
GCA_001878675.1	Virgibacillus halodenitrificans 
GCA_001878735.1	Enterococcus faecalis 
GCA_001879525.1	Pseudomonas aeruginosa 
GCA_001879545.1	Staphylococcus aureus 
GCA_001879585.1	Vibrio parahaemolyticus 
GCA_001879605.1	Clostridium botulinum 
GCA_001879625.1	Clostridium botulinum 
GCA_001879645.1	Francisella sp. MA067296 
GCA_001880185.2	Lactobacillus plantarum 
GCA_001880205.1	Francisella tularensis subsp. novicida 
GCA_001880225.1	Francisella sp. CA97-1460 
GCA_001880245.1	Francisella tularensis subsp. novicida 
GCA_001880265.1	Staphylococcus aureus 
GCA_001880285.1	Flavobacteriaceae bacterium UJ101 
GCA_001880305.1	Bacillus cereus 
GCA_001880325.1	Thermus brockianus 
GCA_001885145.1	Streptococcus iniae 
GCA_001885175.1	Chlamydia trachomatis 
GCA_001885195.1	Burkholderia pseudomallei 
GCA_001885215.1	Synechococcus sp. SynAce01 
GCA_001885235.1	Francisella hispaniensis FSC454 
GCA_001885255.2	Klebsiella pneumoniae 
GCA_001885275.1	Francisella noatunensis subsp. orientalis 
GCA_001886355.1	Rhodococcus sp. 2G 
GCA_001886375.1	Alteromonas sp. Mex14 
GCA_001886395.1	Alteromonas mediterranea 
GCA_001886415.1	Alteromonas mediterranea 
GCA_001886435.1	Alteromonas mediterranea 
GCA_001886455.1	Alteromonas mediterranea 
GCA_001886475.1	Alteromonas sp. RW2A1 
GCA_001886495.1	Spiroplasma sp. NBRC 100390 
GCA_001886515.1	Mycobacterium sp. WY10 
GCA_001886535.1	Escherichia coli 
GCA_001886555.1	Escherichia coli 
GCA_001886575.1	Escherichia coli 
GCA_001886595.1	Streptomyces venezuelae 
GCA_001886615.1	Halomonas aestuarii 
GCA_001886635.1	Enterococcus faecium 
GCA_001886655.1	Delftia sp. HK171 
